order,seasonal_order,AIC,BIC,MAE,RMSE
"(0, 0, 0)","(1, 0, 0)",26453.137117856597,26464.733343114258,82.91176470588235,119.79465000547663
"(0, 0, 0)","(0, 1, 0)",26639.63384374046,26645.431545775977,82.91176470588235,119.79465000547663
"(2, 0, 1)","(0, 0, 0)",21713.0833464166,21736.292183681588,82.91176470588235,119.79465000547663
"(0, 1, 2)","(0, 0, 0)",21711.417531155785,21728.821705116658,82.91176470591188,119.79465000549706
"(1, 1, 0)","(0, 0, 1)",21632.115552417126,21649.507426237768,82.91176475476759,119.79465002190952
"(0, 1, 0)","(0, 0, 1)",21745.24888784087,21756.843470387965,82.91176482426499,119.79465004406244
"(2, 0, 2)","(0, 0, 0)",21706.404402402994,21735.41340441254,82.91176479837024,119.79465006473134
"(2, 1, 2)","(0, 0, 0)",21714.262479165795,21743.26943576725,82.91176506694163,119.79465025518267
"(1, 0, 0)","(0, 0, 1)",21729.430402824735,21746.823508931284,82.91176550460939,119.7946502740711
"(2, 0, 0)","(0, 0, 1)",21625.136078129734,21648.3268862718,82.9117657890899,119.79465036135902
"(1, 1, 2)","(0, 0, 0)",21712.531398829407,21735.736964110572,82.91176952848112,119.79465334128041
"(1, 0, 0)","(2, 0, 0)",21631.468197994232,21654.639244877497,82.91189629030939,119.79469419742114
"(2, 0, 1)","(1, 0, 0)",21618.942391717464,21647.9288480852,82.91186055427151,119.79471140999239
"(2, 0, 2)","(1, 0, 0)",21620.424561073443,21655.20830871473,82.91186620231794,119.7947155948194
"(2, 0, 1)","(0, 0, 1)",21618.926536367828,21647.912992735564,82.91187180359027,119.7947182545808
"(2, 0, 2)","(0, 0, 1)",21612.33969699171,21647.12097904841,82.9118799888303,119.79472411774523
"(0, 1, 0)","(2, 0, 0)",21654.752395814958,21672.130680977407,82.91202203332722,119.79473575375674
"(1, 0, 2)","(1, 0, 0)",21627.180799833222,21656.169310010806,82.9119017729506,119.79473760650417
"(1, 0, 2)","(0, 0, 1)",21611.210837873463,21640.19523958738,82.9119144033192,119.79474531077356
"(2, 0, 0)","(2, 0, 0)",21519.498419112846,21548.460163733413,82.91212357256563,119.79476751206055
"(1, 1, 0)","(2, 0, 0)",21533.75237819911,21556.921773895563,82.91220694383908,119.79479400553846
"(2, 1, 0)","(1, 0, 1)",21627.237666862296,21656.222068576215,82.91198320774802,119.79479881526746
"(2, 0, 1)","(2, 0, 0)",21521.199793481726,21555.953887026404,82.91221977486958,119.79482960137751
"(2, 0, 2)","(2, 0, 0)",21522.612948451315,21563.159390920107,82.91223340453988,119.7948374094761
"(2, 1, 0)","(1, 0, 0)",21625.33397523036,21648.521496601494,82.91205189388958,119.79484872998762
"(1, 0, 2)","(2, 0, 0)",21529.503182983342,21564.25975330824,82.9122557315475,119.79485415819524
"(2, 1, 0)","(0, 0, 1)",21633.413867299452,21656.603032393643,82.91210130569652,119.79488289119656
"(1, 0, 1)","(1, 0, 0)",21627.131508821618,21650.322316963684,82.91214028787533,119.79489290030901
"(1, 1, 1)","(1, 0, 1)",21627.061277876837,21656.045679590756,82.91214068095312,119.7949076789143
"(1, 1, 1)","(1, 0, 0)",21633.240581555692,21656.429746649883,82.91213716191251,119.79490776161515
"(1, 0, 1)","(0, 0, 1)",21619.221775287595,21642.410940381786,82.91217323371872,119.79491377016161
"(1, 1, 2)","(1, 0, 0)",21634.51774597661,21663.504202344346,82.91216934814885,119.79493017785641
"(0, 1, 1)","(1, 0, 1)",21626.474011983904,21649.66153335504,82.91218852385767,119.7949401110576
"(2, 1, 2)","(1, 0, 0)",21628.193839698746,21662.975121755448,82.91221571099987,119.79496245475816
"(1, 1, 1)","(0, 0, 1)",21625.153732519706,21648.34125389084,82.91222444687111,119.79496813153011
"(0, 1, 2)","(1, 0, 0)",21641.412642852505,21664.60345099457,82.91223656299346,119.79497651804886
"(1, 0, 1)","(2, 0, 0)",21529.495077084808,21558.45888568889,82.91249342502786,119.79501308034395
"(2, 1, 0)","(2, 0, 0)",21527.13091747638,21556.09059726107,82.91252146239535,119.79501365584457
"(2, 1, 2)","(0, 0, 1)",21620.287189442417,21655.066004900935,82.91230572302084,119.79502475983486
"(1, 1, 2)","(0, 0, 1)",21618.43946664307,21647.4218128585,82.91230838648816,119.79502638997118
"(0, 1, 2)","(1, 0, 1)",21619.4103897007,21648.39273591613,82.9123324968196,119.79504020153328
"(0, 1, 2)","(0, 0, 1)",21617.514666315008,21640.700543287352,82.9123608743805,119.7950624987333
"(1, 1, 1)","(2, 0, 0)",21534.93437916539,21563.896123785955,82.91261967300974,119.79508258897047
"(1, 1, 2)","(2, 0, 0)",21536.19811687592,21570.952210420597,82.91265810394954,119.79510606570899
"(2, 1, 2)","(2, 0, 0)",21529.96410164192,21570.507653340486,82.91270355143587,119.79513832081234
"(0, 1, 2)","(2, 0, 0)",21543.227226020113,21572.191034624197,82.91273557271114,119.79516536456104
"(0, 1, 1)","(1, 0, 0)",21640.59506664053,21657.98817274708,82.91280062611136,119.79536700552322
"(0, 1, 1)","(0, 0, 1)",21624.58336754522,21641.97400857357,82.91302409771976,119.79552162227607
"(0, 1, 1)","(2, 0, 0)",21542.481855494174,21565.65290237744,82.91337835787401,119.7956150934686
"(0, 0, 0)","(1, 0, 1)",26404.005026031024,26421.398132137572,82.92239280228503,119.80145647584366
"(0, 0, 0)","(2, 0, 0)",26290.579475993633,26307.9589990352,82.9255241861493,119.80390723590503
"(0, 0, 0)","(2, 0, 1)",26291.995023660962,26315.16772104972,82.9258738875252,119.80420725011876
"(0, 0, 1)","(2, 0, 0)",24650.91134991369,24674.084047302447,82.93050998245067,119.80442034735566
"(0, 0, 1)","(1, 0, 1)",24745.060402165866,24768.249567260056,82.93070907682834,119.80454630792227
"(0, 0, 1)","(1, 0, 0)",24763.395454430483,24780.789792316973,82.93250918567557,119.80572640416158
"(0, 0, 2)","(0, 0, 2)",24043.080631674362,24072.04031145905,82.99373107747202,119.80761708344913
"(0, 0, 0)","(1, 0, 2)",26275.14910026348,26298.320147146744,82.92958097215565,119.80823261852339
"(0, 0, 1)","(2, 0, 1)",24652.875447885534,24681.84131962148,82.93833060685512,119.80916140016784
"(0, 0, 1)","(0, 1, 1)",24856.06760155555,24873.44464832789,83.01305669872254,119.81901667038692
"(0, 0, 1)","(0, 0, 2)",25116.80583107235,25139.9752267688,83.07173085169369,119.8266763631792
"(0, 0, 0)","(1, 1, 0)",26526.0913944189,26537.67774311328,82.95717511758576,119.82842937330416
"(0, 0, 0)","(2, 1, 0)",26396.23145318871,26413.59608786225,82.95868593409381,119.82894009894015
"(0, 0, 0)","(0, 1, 1)",26515.289800763487,26526.87532420512,82.96295306075507,119.83264071007412
"(0, 0, 0)","(0, 0, 2)",26945.001297633957,26962.379582796406,83.13011112818744,119.844898091129
"(0, 0, 1)","(2, 1, 0)",24760.659257755906,24783.812103987293,83.04837877335534,119.8558085026811
"(0, 0, 1)","(1, 1, 0)",24882.006213255143,24899.38573629671,83.05766488494329,119.86245291519224
"(1, 2, 2)","(0, 1, 0)",23295.21548193288,23318.399713830142,83.33954458008682,119.89717179324074
"(2, 1, 0)","(2, 1, 0)",22167.80235893434,22196.737193947414,83.17055816835081,119.91080172608899
"(1, 0, 1)","(0, 1, 0)",23207.50698215035,23224.89885597099,83.14592650437717,119.9548439937515
"(0, 0, 1)","(0, 1, 0)",25012.58900676034,25024.183589307435,83.1719822492478,119.96534936426268
"(1, 1, 2)","(2, 1, 0)",22177.486069981947,22212.210362140857,83.25736664503103,119.97172826319999
"(1, 1, 1)","(2, 1, 0)",22175.953612936708,22204.89052306913,83.30935593526054,120.00817465747502
"(2, 1, 2)","(2, 1, 0)",22170.808580213354,22211.317349231656,83.31928120539936,120.01535177978495
"(0, 0, 1)","(2, 0, 2)",24656.630673964602,24691.38476750928,83.41994589117573,120.0868750144275
"(1, 1, 1)","(0, 2, 1)",23148.495002251497,23171.642870261956,83.63141688561565,120.13518459464692
"(0, 1, 2)","(2, 1, 0)",22184.521215734312,22213.460200125217,83.52173402314585,120.1574168788075
"(0, 2, 0)","(1, 0, 1)",23898.805420393946,23916.196061422295,83.51560755065796,120.20682326815539
"(0, 1, 2)","(0, 2, 1)",23139.282003858447,23162.428211084163,83.8635575216471,120.32729524270754
"(0, 1, 0)","(2, 2, 1)",22234.498699812008,22257.629928863367,83.96489246158961,120.4011059013634
"(0, 1, 1)","(2, 1, 0)",22183.2209845541,22206.372172066825,84.16253596781294,120.60982030996759
"(0, 0, 2)","(2, 2, 2)",23761.848278166977,23802.32209080802,84.3386115558668,120.73254494340593
"(0, 2, 1)","(1, 0, 0)",21754.076562979113,21771.468436799754,84.68324016676728,121.01107744740824
"(0, 2, 1)","(1, 0, 2)",21636.96256175305,21665.920175848805,84.86454019158526,121.11432004610356
"(0, 0, 0)","(2, 2, 2)",26321.184317517902,26350.0983538321,84.9510150911754,121.16275900193601
"(0, 2, 2)","(1, 0, 0)",21641.727035836375,21664.916200930566,84.95042915345395,121.1964958612803
"(0, 1, 1)","(0, 2, 1)",23146.667206628073,23164.028107635917,84.9816599220219,121.23301059641557
"(0, 2, 2)","(0, 1, 0)",23293.472282730447,23310.860456653394,85.01052119079914,121.26276622860655
"(2, 1, 0)","(1, 1, 0)",22546.04963119942,22569.217375027172,85.12664567775016,121.2908722994674
"(1, 1, 2)","(1, 1, 0)",22555.54793223977,22584.509676860336,85.15674251275738,121.31225585004098
"(0, 2, 2)","(2, 0, 1)",21543.730244602317,21578.484338146995,85.1922871158529,121.35035391548612
"(2, 2, 2)","(1, 0, 0)",21628.150614164053,21662.92942962257,85.22833111302864,121.38984232180586
"(2, 1, 2)","(1, 1, 0)",22548.920157456654,22583.671773198283,85.28660570901899,121.40426384255429
"(0, 2, 1)","(2, 1, 0)",22269.57923445308,22292.728762559018,85.37746619846159,121.42201184895482
"(0, 0, 2)","(0, 2, 2)",23754.280819302207,23783.19068547438,85.43426874166606,121.4938292803911
"(2, 1, 1)","(0, 1, 0)",23202.948641099545,23226.13616247068,85.41965923278828,121.52275377411473
"(2, 0, 2)","(0, 2, 1)",23022.768419736236,23057.490221751927,85.52750503953176,121.59022377943471
"(1, 1, 1)","(1, 1, 0)",22553.868207135536,22577.037602831988,85.59027249141207,121.61859975458331
"(1, 0, 2)","(0, 2, 1)",23040.420192418627,23069.355027431702,85.56293485086978,121.62201574283104
"(1, 1, 0)","(2, 2, 1)",22140.569741505016,22169.481693182952,85.72644586936349,121.6427998500999
"(2, 0, 1)","(0, 2, 1)",23049.815178401084,23078.752088533507,85.60704512607047,121.65316811991629
"(0, 1, 2)","(1, 1, 0)",22562.29510549569,22585.466152378955,85.64410549572091,121.65666966797451
"(1, 2, 1)","(1, 0, 1)",21625.54811240495,21654.530458620382,85.70367456928561,121.71173962557268
"(2, 2, 2)","(1, 0, 1)",21621.475727627687,21662.0481334479,85.69209171773257,121.71369968812256
"(0, 2, 1)","(1, 0, 1)",21739.63318847037,21762.819065442713,85.70696309592674,121.72415879011527
"(2, 1, 2)","(2, 1, 2)",21438.73288800545,21490.811854263306,85.77018886473192,121.7254670828265
"(1, 2, 1)","(1, 0, 0)",21632.74835818945,21655.935879560584,85.7117444810657,121.72751002438899
"(0, 0, 2)","(1, 2, 1)",23904.17686963033,23933.111704643405,85.73166709114888,121.73213602542073
"(2, 0, 0)","(0, 2, 1)",23057.204911523862,23080.356099036588,85.72215907301951,121.73327904424231
"(0, 2, 2)","(1, 0, 1)",21617.528215131075,21646.508505002654,85.75937503657812,121.75081886686777
"(0, 1, 2)","(2, 1, 2)",21436.64531795762,21477.15118060262,85.820264944194,121.7614692235232
"(1, 1, 2)","(2, 1, 2)",21437.06202294443,21483.354437395858,85.831150279881,121.76880518488558
"(2, 2, 1)","(1, 0, 1)",21628.008394875622,21662.78721033414,85.78397600121248,121.77809849801352
"(0, 0, 2)","(0, 2, 1)",24015.117453507424,24038.265321517883,85.77614197521753,121.78014603532947
"(1, 2, 2)","(1, 0, 0)",21633.95169976046,21662.936101474377,85.79938905386959,121.78890284486641
"(2, 2, 1)","(0, 0, 1)",21626.139645344127,21655.121991559558,85.81005823481976,121.79637881234083
"(0, 2, 1)","(0, 0, 1)",21737.8282419057,21755.217649634957,85.81276530447036,121.79827177331177
"(2, 2, 1)","(1, 0, 0)",21626.14730348609,21655.12964970152,85.81699704094898,121.80124209882115
"(1, 2, 1)","(0, 0, 1)",21624.843370301627,21648.02924727397,85.8263140562419,121.80777033496639
"(1, 0, 1)","(0, 2, 1)",23052.72960570018,23075.87913380612,85.8480195783402,121.82101121211488
"(2, 1, 1)","(2, 1, 2)",21446.430558845972,21492.72629486689,85.94804567971593,121.85153315328373
"(1, 0, 0)","(0, 2, 1)",23122.878623817116,23140.242014451658,85.90741446757411,121.86499923276249
"(0, 1, 1)","(2, 1, 2)",21444.005532085885,21478.727334101575,85.98924770323924,121.88102776732117
"(2, 1, 0)","(2, 2, 1)",22133.362114706473,22168.05395411308,86.07168755206386,121.89411239752253
"(0, 0, 0)","(0, 2, 2)",26327.741744547457,26345.090166335976,85.95560200872269,121.89717358640769
"(2, 1, 0)","(2, 1, 2)",21444.63136377696,21485.140132795263,86.01388447709735,121.89844176349357
"(1, 1, 1)","(2, 1, 2)",21444.5331987931,21485.0419678114,86.01924457411644,121.90219502480436
"(0, 0, 0)","(0, 2, 1)",26456.88568274291,26468.461276499274,86.00791247948095,121.92848295588863
"(0, 0, 0)","(1, 2, 1)",26452.98919722691,26470.352587861453,86.01036345338017,121.93291087821417
"(0, 1, 1)","(1, 1, 0)",22560.38661648817,22577.76490165062,86.0569979620812,121.94914503517685
"(1, 2, 1)","(0, 0, 0)",21719.20196116432,21736.606135125192,86.03769855583977,121.95609416133829
"(1, 1, 0)","(2, 1, 2)",21451.012283176446,21485.736575335355,86.11975608636172,121.9731564045441
"(1, 2, 2)","(1, 0, 1)",21619.894908057242,21654.67125590314,86.06662298497737,121.97641136301463
"(0, 2, 2)","(0, 0, 1)",21617.686039508026,21640.87027140529,86.07383419103961,121.98148473080644
"(2, 2, 1)","(0, 0, 0)",21720.55464100126,21743.760206282426,86.10512782736885,122.0034727344696
"(1, 2, 2)","(0, 0, 0)",21711.84668622037,21735.050614505402,86.11299466641749,122.00900260403276
"(1, 2, 2)","(0, 0, 1)",21618.136364771985,21647.116654643563,86.1592703115655,122.04153673750777
"(2, 1, 2)","(2, 2, 1)",22136.377618409046,22182.63340428452,86.31209872146141,122.06686876490107
"(1, 0, 0)","(2, 2, 1)",22166.044352596862,22194.95838891106,86.23479769678798,122.07539007375796
"(0, 2, 2)","(0, 0, 0)",21711.422097555027,21728.8250437688,86.21761379876209,122.08258023220198
"(0, 0, 1)","(1, 2, 1)",24808.239721944556,24831.389250050495,86.26433178187418,122.0891038051441
"(0, 1, 2)","(0, 1, 2)",21445.034593753277,21473.96735278542,86.29178350194492,122.1118389789141
"(2, 1, 1)","(2, 2, 1)",22134.767317712467,22175.24113035351,86.4294560045771,122.15146482125657
"(0, 0, 1)","(0, 2, 2)",24683.474627748677,24706.604189091027,86.36168219118314,122.1544944357974
"(1, 1, 2)","(2, 2, 1)",22143.69785938822,22184.17459173733,86.452052857101,122.16451530073515
"(1, 1, 1)","(2, 2, 1)",22142.176941346806,22176.87128336033,86.4657944081749,122.1748588959924
"(0, 0, 0)","(2, 2, 1)",26331.778662488585,26354.91155855393,86.36185874022266,122.18223217393248
"(2, 2, 2)","(0, 0, 0)",21714.75903231059,21743.76394266688,86.37151637132881,122.19094673066373
"(1, 0, 0)","(1, 2, 1)",22531.350108859275,22554.501296372,86.42875201007078,122.20069567912688
"(0, 0, 2)","(2, 2, 1)",23800.642412779267,23835.341756877282,86.38342265600978,122.20495756822551
"(0, 0, 1)","(0, 2, 1)",24840.426382780453,24857.788528859906,86.42320775810617,122.2219098321472
"(2, 2, 2)","(0, 0, 1)",21619.94741764014,21654.72376548604,86.44357865155995,122.24174067111606
"(0, 1, 0)","(2, 1, 2)",21554.12631765708,21583.063227789502,86.55155156882316,122.28214981867676
"(1, 0, 2)","(2, 2, 1)",22103.72580453829,22144.20545537817,86.53318374448448,122.2865736946499
"(2, 1, 2)","(0, 1, 2)",21447.613413612424,21488.119276257425,86.54997228694327,122.29301732936288
"(1, 2, 1)","(2, 1, 0)",22175.35791476872,22204.292749781795,86.63161491425657,122.30029845102219
"(0, 2, 1)","(0, 0, 0)",21832.443467195262,21844.046249835847,86.54411420547898,122.3126748175731
"(2, 1, 2)","(1, 1, 2)",21442.905960587632,21489.19837503906,86.59644035317694,122.31457710438661
"(1, 1, 2)","(1, 1, 2)",21441.23937029176,21481.745232936762,86.62081350631733,122.33201240161675
"(2, 0, 1)","(2, 2, 1)",22094.616524783632,22135.093257132743,86.60614379048963,122.33886342169606
"(0, 1, 2)","(2, 2, 1)",22151.361747116876,22186.058590693916,86.72894436007583,122.36376559763542
"(2, 0, 2)","(2, 2, 1)",22096.785465904417,22143.044588589117,86.64434801473986,122.36592661338346
"(2, 0, 0)","(2, 2, 1)",22092.820135145736,22127.51447715926,86.65959055349634,122.37688984198445
"(0, 1, 2)","(1, 1, 2)",21440.708856451944,21475.428167290516,86.70601796643953,122.39254477375995
"(1, 1, 2)","(0, 1, 2)",21445.91211181746,21480.63142265603,86.7203509920112,122.41312478144074
"(1, 0, 1)","(2, 2, 1)",22104.91573232821,22139.61257590525,86.7379735581547,122.43253131506017
"(0, 0, 1)","(2, 2, 1)",24708.57730599746,24737.49342607914,86.73786063777783,122.43876546532135
"(2, 1, 1)","(1, 1, 2)",21451.205761935133,21491.714530953435,86.83845291019765,122.486300069381
"(2, 2, 1)","(2, 1, 0)",22168.404357490523,22203.123668329095,86.90364112164914,122.49777999001529
"(0, 2, 1)","(2, 0, 1)",21657.131929082476,21686.093673703042,86.86284560627927,122.53796635679335
"(2, 1, 1)","(2, 1, 0)",22128.005112658546,22162.726914674236,86.91114681753929,122.55515930576937
"(0, 2, 1)","(2, 0, 0)",21655.544219291423,21678.713614987875,87.04086174566551,122.66411193279801
"(0, 2, 2)","(0, 0, 2)",21517.923134446384,21546.878681999435,87.05880007013522,122.6767412894871
"(1, 2, 2)","(0, 0, 2)",21518.23657110901,21552.98322817267,87.07259670641334,122.68652952741263
"(2, 2, 2)","(0, 0, 2)",21520.54654781933,21561.0843143936,87.08618160800201,122.69617344620922
"(2, 0, 0)","(1, 2, 1)",22454.04087212906,22482.97778226148,87.18796919095749,122.74474100160947
"(2, 0, 1)","(1, 2, 1)",22456.01376076638,22490.738052925288,87.22198922208185,122.76910784514152
"(2, 2, 0)","(0, 0, 2)",22346.15354156437,22375.11322134906,87.21150981348941,122.78519049300904
"(1, 0, 2)","(1, 2, 1)",22446.845006356474,22481.566808372165,87.28115394117616,122.81149623455194
"(0, 1, 1)","(1, 1, 2)",21447.66456415657,21476.599399169645,87.35940219759257,122.85587611125813
"(2, 1, 0)","(0, 1, 2)",21461.120971540324,21490.057881672747,87.34679354029919,122.85638797674589
"(2, 1, 0)","(1, 1, 2)",21456.904340848436,21491.628633007345,87.38663813712508,122.8754428171435
"(1, 1, 0)","(0, 1, 2)",21459.595722283313,21482.745250389253,87.3780384095292,122.87865968017455
"(1, 1, 1)","(1, 1, 2)",21448.401168488475,21483.122970504166,87.40246987765914,122.88654968932013
"(1, 1, 0)","(1, 1, 2)",21455.387369145355,21484.32427927778,87.41487671763743,122.89552557421752
"(0, 1, 1)","(2, 2, 1)",22150.05654265551,22178.97057896971,87.49579950612657,122.91744130227409
"(1, 0, 1)","(1, 2, 1)",22456.084107951436,22485.02101808386,87.46746247344676,122.9446621089852
"(0, 2, 2)","(2, 0, 0)",21543.773571262136,21572.735315882703,87.48193413081057,122.97755521677199
"(2, 1, 1)","(0, 1, 2)",21454.627253414932,21489.349055430623,87.63062949959063,123.05766221491754
"(0, 1, 0)","(1, 1, 2)",21559.18691314521,21582.33644125115,87.70331611759102,123.10411872989911
"(2, 1, 1)","(1, 1, 0)",22490.1718364385,22519.13151622319,87.75379390883467,123.15665146786027
"(1, 2, 2)","(2, 1, 0)",22256.418504745612,22291.140306761303,87.77786574111818,123.16083883397643
"(0, 1, 1)","(0, 1, 2)",21452.350741834358,21475.498609844817,87.79613588299009,123.17545765713388
"(1, 1, 0)","(1, 1, 1)",21555.891511601243,21579.060907297695,87.831575144142,123.20142127414027
"(1, 1, 0)","(0, 1, 1)",21553.989599636185,21571.366646408525,87.84003789718892,123.20748476541483
"(1, 1, 1)","(1, 1, 1)",21548.99139465644,21577.95107444113,87.84286699320936,123.20932275767517
"(2, 2, 1)","(0, 0, 2)",21526.84772292747,21561.59685984237,87.8147875798887,123.21517023815501
"(2, 1, 0)","(0, 1, 1)",21555.51262290878,21578.682018605232,87.85418518440848,123.21745985271988
"(1, 1, 1)","(0, 1, 1)",21547.077280458925,21570.245024286676,87.85476066324456,123.21782954090371
"(1, 2, 1)","(0, 0, 2)",21525.485319791416,21554.44293388717,87.82142810820726,123.21992540869236
"(0, 1, 1)","(1, 1, 1)",21548.340575359623,21571.508319187375,87.87213669689442,123.23005112192031
"(0, 1, 1)","(0, 1, 1)",21546.41536860913,21563.791176479943,87.88609842694119,123.240034948211
"(2, 1, 1)","(1, 1, 1)",21550.94185606307,21585.693471804698,87.91012895037868,123.25724410078243
"(2, 1, 0)","(1, 1, 1)",21549.189354457296,21578.149034241986,87.91600321715862,123.26149837108738
"(1, 1, 2)","(2, 1, 1)",21461.93899849119,21502.450672676583,87.9286157684305,123.2693098519926
"(1, 1, 1)","(0, 1, 2)",21453.06632558615,21482.001160599226,87.95941072522744,123.2919012857517
"(1, 2, 1)","(2, 0, 0)",21534.694497053046,21563.654176837736,87.93738800995342,123.30260055689786
"(0, 2, 1)","(0, 0, 2)",21638.762982567845,21661.929073844447,87.94269269217544,123.30651728306168
"(1, 2, 1)","(2, 0, 1)",21536.69025853894,21571.44187428057,87.95468005467407,123.31496814915761
"(1, 2, 2)","(2, 0, 0)",21535.919750972447,21570.671366714076,87.98852029799217,123.33917933113561
"(1, 2, 2)","(2, 0, 1)",21537.91377465613,21578.457326354695,88.01394079887459,123.35736983387476
"(0, 1, 1)","(2, 1, 1)",21468.621126690312,21497.560111081217,88.06585916506471,123.36728718216719
"(2, 2, 1)","(2, 0, 0)",21527.635093854275,21562.384230769178,88.0560852897306,123.3875315704442
"(0, 1, 2)","(2, 1, 1)",21469.523753383724,21504.250534652812,88.1225292828069,123.40782390622952
"(0, 1, 0)","(0, 1, 2)",21561.863738848006,21579.22588492746,88.14462332482046,123.42620391286019
"(2, 2, 1)","(2, 0, 1)",21529.563875605316,21570.10453533937,88.11486810447265,123.42963785847448
"(2, 2, 2)","(2, 0, 0)",21529.79677965951,21570.337439393566,88.12596850880503,123.43759666681008
"(1, 1, 2)","(1, 1, 1)",21542.13247103115,21576.881607946052,88.19501748933538,123.4606093132383
"(1, 1, 2)","(0, 1, 1)",21540.231941121743,21569.189555217497,88.20551554546462,123.46815175297588
"(2, 1, 1)","(0, 1, 1)",21549.068443779925,21578.028123564614,88.20694006520684,123.46913507821425
"(2, 2, 2)","(2, 0, 1)",21531.76236598198,21578.094548535188,88.17450742464786,123.47238095821687
"(2, 1, 2)","(1, 1, 1)",21543.832014895044,21584.3726746291,88.23968614570019,123.49247711515027
"(1, 1, 0)","(2, 1, 1)",21459.558792512988,21488.49570264541,88.24863587644849,123.49790155965748
"(1, 1, 1)","(2, 1, 1)",21461.03076729449,21495.7550594534,88.25933822910244,123.5054774262797
"(2, 1, 2)","(0, 1, 1)",21541.91333334092,21576.662470255822,88.27112738931758,123.51499444695146
"(2, 0, 1)","(1, 2, 0)",24237.246066929052,24266.182977061475,86.55926848023144,123.57109713621146
"(0, 1, 2)","(1, 1, 1)",21541.338907539914,21570.296521635668,88.42724293582367,123.62681031119706
"(2, 0, 2)","(1, 2, 0)",24137.126822946222,24171.85111510513,87.02814123618825,123.62738290331347
"(0, 2, 2)","(2, 1, 0)",22185.16038593502,22214.097296067444,88.50134421706699,123.64477824390066
"(0, 1, 2)","(0, 1, 1)",21539.429670093057,21562.59576136966,88.45358570820642,123.64572002575551
"(0, 1, 0)","(2, 1, 1)",21570.656209010827,21593.807396523553,88.47738701380347,123.66271338406698
"(2, 1, 0)","(2, 1, 1)",21453.00497594333,21487.726777959022,88.68490893280662,123.8100955894588
"(2, 1, 2)","(2, 1, 1)",21455.64837713114,21501.944113152058,88.70337542746492,123.82325546234512
"(0, 1, 0)","(1, 1, 1)",21659.676219246918,21677.05326601926,88.80500809730455,123.89812871657006
"(0, 1, 0)","(0, 1, 1)",21657.90775779655,21669.492455644777,88.83419748294645,123.91911212727553
"(2, 1, 1)","(2, 1, 1)",21454.4280374529,21494.936806471203,88.86464464616695,123.93896322468896
"(0, 0, 0)","(1, 2, 2)",26337.390610573217,26360.521839624576,88.68643246330514,123.96879686221094
"(0, 0, 1)","(2, 2, 2)",24707.605494781623,24742.299836795148,88.7899816087261,124.01993716572328
"(1, 0, 2)","(1, 2, 0)",24255.746269792315,24284.68525418322,87.1784174517446,124.17928775876867
"(0, 2, 0)","(1, 2, 0)",26624.079978829635,26635.654742882605,87.40260383686359,124.31836474902593
"(0, 1, 0)","(1, 2, 0)",24486.73939245107,24498.31498620743,87.4903339824199,124.43053321541915
"(1, 1, 0)","(1, 2, 0)",24361.637956683655,24379.000102763108,87.5413359288881,124.49613913556001
"(2, 0, 0)","(1, 2, 0)",24245.278449947957,24268.427978053896,87.67589658371024,124.67062644639311
"(1, 0, 0)","(1, 2, 0)",24315.044300398502,24332.407691033044,87.6917154479226,124.69127182927927
