order,seasonal_order,mean_RMSE,std_RMSE,mean_MAE,std_MAE,mean_AIC,std_AIC,mean_BIC,std_BIC,num_successful_trials
"(0, 0, 2)","(2, 2, 2)",120.73253451316434,2.842170943040401e-14,84.3385976633409,2.842170943040401e-14,23761.848278259262,3.637978807091713e-12,23802.322090900292,7.275957614183426e-12,30
"(0, 1, 0)","(0, 0, 0)",119.79465000547665,2.842170943040401e-14,82.91176470588236,1.4210854715202004e-14,21840.124664607774,3.637978807091713e-12,21845.92687392401,7.275957614183426e-12,30
"(0, 1, 0)","(0, 0, 1)",119.79465004406246,2.842170943040401e-14,82.91176482426499,0.0,21745.248887840884,0.0,21756.84347038798,0.0,30
"(0, 1, 0)","(0, 0, 2)",119.76091886741534,4.263256414560601e-14,82.87682553565843,1.4210854715202004e-14,21646.38586275793,3.637978807091713e-12,21663.76290953028,7.275957614183426e-12,30
"(0, 1, 0)","(0, 1, 0)",119.79465000547665,2.842170943040401e-14,82.91176470588236,1.4210854715202004e-14,23438.298677187333,7.275957614183426e-12,23444.09596846089,3.637978807091713e-12,30
"(0, 1, 0)","(0, 1, 1)",123.91911212695055,1.4210854715202004e-14,88.83419748249294,1.4210854715202004e-14,21657.907757796547,7.275957614183426e-12,21669.492455644766,0.0,30
"(0, 1, 0)","(0, 1, 2)",123.42620391314661,2.842170943040401e-14,88.14462332522402,2.842170943040401e-14,21561.863738847776,0.0,21579.225884927222,7.275957614183426e-12,30
"(0, 1, 0)","(0, 2, 0)",165.73973612480404,0.0,106.74509803921826,2.842170943040401e-14,25984.021917461036,3.637978807091713e-12,25989.81426638515,3.637978807091713e-12,30
"(0, 1, 0)","(0, 2, 1)",111.99019767676768,2.842170943040401e-14,74.83166952852305,2.842170943040401e-14,23279.506888551125,1.0913936421275139e-11,23291.081652604076,7.275957614183426e-12,30
"(0, 1, 0)","(0, 2, 2)",153.65820612748772,5.684341886080802e-14,124.68959574380382,1.4210854715202004e-14,21591.515547625495,0.0,21608.86271863225,7.275957614183426e-12,30
"(0, 1, 0)","(1, 0, 0)",119.79465000547665,2.842170943040401e-14,82.91176470588236,1.4210854715202004e-14,21753.21219278411,1.0913936421275139e-11,21764.807596855146,1.0913936421275139e-11,30
"(0, 1, 0)","(1, 0, 1)",119.79450227936424,0.0,82.91161091257648,2.842170943040401e-14,21747.10044221269,3.637978807091713e-12,21764.492316033335,0.0,30
"(0, 1, 0)","(1, 0, 2)",118.93353087118096,4.263256414560601e-14,82.00311443303103,1.4210854715202004e-14,21645.41842317697,3.637978807091713e-12,21668.587818873424,7.275957614183426e-12,30
"(0, 1, 0)","(1, 1, 0)",119.57253536137675,2.842170943040401e-14,82.68993644618254,2.842170943040401e-14,22662.512100589123,3.637978807091713e-12,22674.097624030765,3.637978807091713e-12,30
"(0, 1, 0)","(1, 1, 1)",123.89812871660989,2.842170943040401e-14,88.80500809735993,2.842170943040401e-14,21659.676219246914,7.275957614183426e-12,21677.053266019244,3.637978807091713e-12,30
"(0, 1, 0)","(1, 1, 2)",123.10411870290311,2.842170943040401e-14,87.70331608167459,1.4210854715202004e-14,21559.18691314595,3.637978807091713e-12,21582.336441251897,3.637978807091713e-12,30
"(0, 1, 0)","(1, 2, 0)",124.43053321542041,0.0,87.49033398242172,2.842170943040401e-14,24486.73939245105,1.0913936421275139e-11,24498.31498620742,3.637978807091713e-12,30
"(0, 1, 0)","(1, 2, 1)",135.90959688730717,2.842170943040401e-14,103.97420166814692,4.263256414560601e-14,22618.415047185346,7.275957614183426e-12,22635.777193264796,3.637978807091713e-12,30
"(0, 1, 0)","(1, 2, 2)",153.82733385789408,2.842170943040401e-14,124.88520770588256,4.263256414560601e-14,21593.40358189284,0.0,21616.53314323518,7.275957614183426e-12,30
"(0, 1, 0)","(2, 0, 0)",119.79473575375677,2.842170943040401e-14,82.91202203332719,2.842170943040401e-14,21654.752395814965,7.275957614183426e-12,21672.1306809774,7.275957614183426e-12,30
"(0, 1, 0)","(2, 0, 1)",118.90538221075222,2.842170943040401e-14,81.97303930854225,2.842170943040401e-14,21653.960083313552,3.637978807091713e-12,21677.131130196827,7.275957614183426e-12,30
"(0, 1, 0)","(2, 0, 2)",117.13713779821043,0.0,80.1150292084218,1.4210854715202004e-14,21641.246328172292,3.637978807091713e-12,21670.208072792862,0.0,30
"(0, 1, 0)","(2, 1, 0)",119.57503174229653,2.842170943040401e-14,82.69106813386495,1.4210854715202004e-14,22268.07728376212,1.0913936421275139e-11,22285.440674396657,7.275957614183426e-12,30
"(0, 1, 0)","(2, 1, 1)",123.66271339377234,2.842170943040401e-14,88.47738702742676,2.842170943040401e-14,21570.656209010765,7.275957614183426e-12,21593.807396523505,7.275957614183426e-12,30
"(0, 1, 0)","(2, 1, 2)",122.28214983855254,2.842170943040401e-14,86.55155159670994,0.0,21554.126317657334,7.275957614183426e-12,21583.063227789753,1.0913936421275139e-11,30
"(0, 1, 0)","(2, 2, 0)",12831.542725475834,5.4569682106375694e-12,9692.940972475952,0.0,23510.340181457243,7.275957614183426e-12,23527.68860324577,0.0,30
"(0, 1, 0)","(2, 2, 1)",120.40110589308203,2.842170943040401e-14,83.96489244976871,1.4210854715202004e-14,22234.498699811847,7.275957614183426e-12,22257.62992886319,1.0913936421275139e-11,30
"(0, 1, 0)","(2, 2, 2)",157.35483481151246,2.842170943040401e-14,129.03354873303675,0.0,21618.154091606157,0.0,21647.0660432841,7.275957614183426e-12,30
"(0, 1, 1)","(0, 0, 0)",119.79465000278348,4.263256414560601e-14,82.91176470307212,0.0,21718.53529516595,0.0,21730.13889596976,7.275957614183426e-12,30
"(0, 1, 1)","(0, 0, 1)",119.79552162225299,2.842170943040401e-14,82.91302409768642,2.842170943040401e-14,21624.5833675452,7.275957614183426e-12,21641.97400857356,3.637978807091713e-12,30
"(0, 1, 1)","(0, 0, 2)",119.71090412864925,4.263256414560601e-14,82.82476980470405,2.842170943040401e-14,21525.665867055744,7.275957614183426e-12,21548.83361088348,7.275957614183426e-12,30
"(0, 1, 1)","(0, 1, 0)",128.23918061657463,0.0,94.64963985861915,0.0,23302.264118487794,7.275957614183426e-12,23313.857879173353,0.0,30
"(0, 1, 1)","(0, 1, 1)",123.24003494685805,0.0,87.88609842505585,2.842170943040401e-14,21546.41536860913,0.0,21563.791176479936,7.275957614183426e-12,30
"(0, 1, 1)","(0, 1, 2)",123.17545765585105,1.4210854715202004e-14,87.79613588118885,4.263256414560601e-14,21452.350741834332,1.0913936421275139e-11,21475.498609844788,7.275957614183426e-12,30
"(0, 1, 1)","(0, 2, 0)",698.5847028185121,1.1368683772161603e-13,556.8529321477105,1.1368683772161603e-13,25834.55502928103,7.275957614183426e-12,25846.1389011949,0.0,30
"(0, 1, 1)","(0, 2, 1)",121.2330108062687,2.842170943040401e-14,84.98166018707126,2.842170943040401e-14,23146.667206628736,7.275957614183426e-12,23164.028107636594,7.275957614183426e-12,30
"(0, 1, 1)","(0, 2, 2)",151.45437079423442,2.842170943040401e-14,122.11557857525789,4.263256414560601e-14,21480.97540740225,3.637978807091713e-12,21504.10330033999,7.275957614183426e-12,30
"(0, 1, 1)","(1, 0, 0)",119.79536700560371,2.842170943040401e-14,82.91280062622766,0.0,21640.595066640537,3.637978807091713e-12,21657.988172747086,3.637978807091713e-12,30
"(0, 1, 1)","(1, 0, 1)",119.79494011216957,0.0,82.91218852546503,1.4210854715202004e-14,21626.47401198376,7.275957614183426e-12,21649.6615333549,0.0,30
"(0, 1, 1)","(1, 0, 2)",116.39455654110105,4.263256414560601e-14,79.33833477416371,1.4210854715202004e-14,21518.9065507727,7.275957614183426e-12,21547.866230557393,1.0913936421275139e-11,30
"(0, 1, 1)","(1, 1, 0)",121.94914503994038,1.4210854715202004e-14,86.05699796881537,2.842170943040401e-14,22560.386616488206,3.637978807091713e-12,22577.764901650644,7.275957614183426e-12,30
"(0, 1, 1)","(1, 1, 1)",123.23005112826826,1.4210854715202004e-14,87.87213670577366,2.842170943040401e-14,21548.340575359543,3.637978807091713e-12,21571.508319187305,7.275957614183426e-12,30
"(0, 1, 1)","(1, 1, 2)",122.85587661202823,1.4210854715202004e-14,87.35940287297164,2.842170943040401e-14,21447.66456415007,7.275957614183426e-12,21476.59939916315,0.0,30
"(0, 1, 1)","(1, 2, 0)",310.3912036958525,5.684341886080802e-14,258.78330276735164,5.684341886080802e-14,24364.14763655191,7.275957614183426e-12,24381.51102718645,7.275957614183426e-12,30
"(0, 1, 1)","(1, 2, 1)",138.2492513610777,2.842170943040401e-14,106.80135756084468,2.842170943040401e-14,22507.78676798461,7.275957614183426e-12,22530.934635995065,3.637978807091713e-12,30
"(0, 1, 1)","(1, 2, 2)",151.2320235738144,2.842170943040401e-14,121.8843411007073,2.842170943040401e-14,21482.967822912473,7.275957614183426e-12,21511.877689084635,3.637978807091713e-12,30
"(0, 1, 1)","(2, 0, 0)",119.79561509352797,2.842170943040401e-14,82.91337835795811,2.842170943040401e-14,21542.481855494167,7.275957614183426e-12,21565.652902377424,0.0,30
"(0, 1, 1)","(2, 0, 1)",116.27739165156696,2.842170943040401e-14,79.21205619831302,1.4210854715202004e-14,21535.182728603504,7.275957614183426e-12,21564.146537207605,1.0913936421275139e-11,30
"(0, 1, 1)","(2, 0, 2)",115.93552816363268,1.4210854715202004e-14,78.83483036273034,1.4210854715202004e-14,21515.40692178752,7.275957614183426e-12,21550.158537529143,3.637978807091713e-12,30
"(0, 1, 1)","(2, 1, 0)",120.6098203033468,4.263256414560601e-14,84.16253595847677,2.842170943040401e-14,22183.220984554173,7.275957614183426e-12,22206.37217206691,3.637978807091713e-12,30
"(0, 1, 1)","(2, 1, 1)",123.36728718420089,0.0,88.06585916791308,2.842170943040401e-14,21468.62112669029,0.0,21497.560111081202,7.275957614183426e-12,30
"(0, 1, 1)","(2, 1, 2)",121.88102760731235,2.842170943040401e-14,85.98924748827858,0.0,21444.005532092808,7.275957614183426e-12,21478.727334108513,7.275957614183426e-12,30
"(0, 1, 1)","(2, 2, 0)",11757.98085056221,3.637978807091713e-12,8878.487888592199,1.8189894035458565e-12,23414.964307889615,7.275957614183426e-12,23438.09553694098,3.637978807091713e-12,30
"(0, 1, 1)","(2, 2, 1)",122.9174414135467,2.842170943040401e-14,87.49579965919007,1.4210854715202004e-14,22150.0565426545,7.275957614183426e-12,22178.97057896868,1.0913936421275139e-11,30
"(0, 1, 1)","(2, 2, 2)",151.39787524218985,2.842170943040401e-14,122.05738723927882,1.4210854715202004e-14,21484.759068017935,0.0,21519.450907424543,3.637978807091713e-12,30
"(0, 1, 2)","(0, 0, 0)",119.7946500054971,4.263256414560601e-14,82.9117647059119,2.842170943040401e-14,21711.41753115578,7.275957614183426e-12,21728.82170511666,0.0,30
"(0, 1, 2)","(0, 0, 1)",119.79506250071184,4.263256414560601e-14,82.91236087724006,1.4210854715202004e-14,21617.514666317937,7.275957614183426e-12,21640.70054329027,3.637978807091713e-12,30
"(0, 1, 2)","(0, 0, 2)",119.70507610862965,2.842170943040401e-14,82.81869946250984,0.0,21517.980500758356,7.275957614183426e-12,21546.938114854114,1.0913936421275139e-11,30
"(0, 1, 2)","(0, 1, 0)",127.00246426251243,4.263256414560601e-14,93.00370325385889,1.4210854715202004e-14,23295.432905486778,0.0,23312.82231321604,3.637978807091713e-12,30
"(0, 1, 2)","(0, 1, 1)",123.64572002429476,2.842170943040401e-14,88.45358570617461,0.0,21539.429670093108,3.637978807091713e-12,21562.5957613697,7.275957614183426e-12,30
"(0, 1, 2)","(0, 1, 2)",122.11183897955848,2.842170943040401e-14,86.29178350282501,4.263256414560601e-14,21445.03459375324,7.275957614183426e-12,21473.967352785385,7.275957614183426e-12,30
"(0, 1, 2)","(0, 2, 0)",616.8256135081467,1.1368683772161603e-13,493.8532221459158,1.1368683772161603e-13,25826.424367704396,3.637978807091713e-12,25843.798936161835,1.0913936421275139e-11,30
"(0, 1, 2)","(0, 2, 1)",120.3272953491095,2.842170943040401e-14,83.86355765114475,1.4210854715202004e-14,23139.282003858276,3.637978807091713e-12,23162.428211083992,3.637978807091713e-12,30
"(0, 1, 2)","(0, 2, 2)",151.2118006530008,2.842170943040401e-14,121.83685031919543,1.4210854715202004e-14,21474.334684878555,3.637978807091713e-12,21503.242464674735,7.275957614183426e-12,30
"(0, 1, 2)","(1, 0, 0)",119.79497651805939,2.842170943040401e-14,82.91223656300868,1.4210854715202004e-14,21641.41264285248,7.275957614183426e-12,21664.603450994546,7.275957614183426e-12,30
"(0, 1, 2)","(1, 0, 1)",119.7950402013836,2.842170943040401e-14,82.91233249660804,1.4210854715202004e-14,21619.41038968337,7.275957614183426e-12,21648.39273589881,3.637978807091713e-12,30
"(0, 1, 2)","(1, 0, 2)",116.38240048430546,0.0,79.32533039445585,1.4210854715202004e-14,21511.28696348973,0.0,21546.036100404643,1.0913936421275139e-11,30
"(0, 1, 2)","(1, 1, 0)",121.65666889697064,1.4210854715202004e-14,85.6441044050322,2.842170943040401e-14,22562.295105495818,7.275957614183426e-12,22585.46615237907,3.637978807091713e-12,30
"(0, 1, 2)","(1, 1, 1)",123.62681030962871,1.4210854715202004e-14,88.42724293364009,2.842170943040401e-14,21541.33890753989,1.0913936421275139e-11,21570.29652163565,7.275957614183426e-12,30
"(0, 1, 2)","(1, 1, 2)",122.39254465689653,2.842170943040401e-14,86.70601779676495,1.4210854715202004e-14,21440.708856463643,7.275957614183426e-12,21475.4281673022,7.275957614183426e-12,30
"(0, 1, 2)","(1, 2, 0)",316.3919522522541,1.1368683772161603e-13,263.6002454647194,5.684341886080802e-14,24366.139414973906,0.0,24389.29060248662,1.0913936421275139e-11,30
"(0, 1, 2)","(1, 2, 1)",137.52185042060813,0.0,105.95017231230595,4.263256414560601e-14,22500.45751793009,7.275957614183426e-12,22529.390276962233,7.275957614183426e-12,30
"(0, 1, 2)","(1, 2, 2)",157.20641135810106,5.684341886080802e-14,128.3426171536142,2.842170943040401e-14,21477.150404089443,7.275957614183426e-12,21511.839739844858,1.0913936421275139e-11,30
"(0, 1, 2)","(2, 0, 0)",119.7951653645673,0.0,82.9127355727204,2.842170943040401e-14,21543.227226020143,7.275957614183426e-12,21572.191034624222,3.637978807091713e-12,30
"(0, 1, 2)","(2, 0, 1)",116.29405161914522,0.0,79.22981408923258,1.4210854715202004e-14,21535.919636266386,7.275957614183426e-12,21570.676206591284,7.275957614183426e-12,30
"(0, 1, 2)","(2, 0, 2)",115.93172979668755,4.263256414560601e-14,78.8307619844443,1.4210854715202004e-14,21507.96228606825,0.0,21548.502945802302,3.637978807091713e-12,30
"(0, 1, 2)","(2, 1, 0)",120.15741685772872,4.263256414560601e-14,83.52173399317812,2.842170943040401e-14,22184.521215734225,7.275957614183426e-12,22213.460200125133,3.637978807091713e-12,30
"(0, 1, 2)","(2, 1, 1)",123.40782390271383,2.842170943040401e-14,88.12252927787769,0.0,21469.523753383735,7.275957614183426e-12,21504.250534652823,7.275957614183426e-12,30
"(0, 1, 2)","(2, 1, 2)",121.76146922273257,0.0,85.8202649430578,1.4210854715202004e-14,21436.64531795708,1.0913936421275139e-11,21477.1511806021,7.275957614183426e-12,30
"(0, 1, 2)","(2, 2, 0)",11738.636896558944,5.4569682106375694e-12,8863.832924388875,0.0,23416.9124944778,7.275957614183426e-12,23445.826530792005,1.0913936421275139e-11,30
"(0, 1, 2)","(2, 2, 1)",122.36376558645773,1.4210854715202004e-14,86.7289443448984,2.842170943040401e-14,22151.36174711668,7.275957614183426e-12,22186.058590693734,7.275957614183426e-12,30
